FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Confidence in Policing,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Policing Role
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,64,Very or fairly confident,All,All,All,Limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,70.42,Very or fairly confident,Rented,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.05,Not very or not at all confident,All,Pensioners,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,70.14,Very or fairly confident,All,All,Male,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,66.49,Very or fairly confident,All,Pensioners,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.85,Very or fairly confident,All,All,Female,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.15,Very or fairly confident,Rented,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,71.22,Very or fairly confident,All,All,Female,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,20.55,Not very or not at all confident,All,All,Male,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,19.02,Not very or not at all confident,All,Adults,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.05,Very or fairly confident,All,Adults,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,64.38,Very or fairly confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,69.57,Very or fairly confident,All,Adults,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.09,Very or fairly confident,All,Adults,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,60.58,Very or fairly confident,All,All,All,No limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,55.87,Very or fairly confident,All,All,All,Limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,28.47,Not very or not at all confident,All,All,All,Limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,26.16,Not very or not at all confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.65,Not very or not at all confident,All,All,All,Limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,73.74,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,30.19,Not very or not at all confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,55.5,Very or fairly confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,59.94,Very or fairly confident,All,Adults,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.82,Very or fairly confident,All,All,Male,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,24.05,Not very or not at all confident,All,All,All,No limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.07,Not very or not at all confident,All,All,All,No limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.72,Not very or not at all confident,All,All,Male,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,49.74,Very or fairly confident,All,All,Female,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,60.97,Very or fairly confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,57.47,Very or fairly confident,All,All,Female,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.98,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.04,Not very or not at all confident,All,All,All,No limiting condition,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.36,Not very or not at all confident,Owned Outright,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,72.86,Very or fairly confident,All,All,Male,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,31.07,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.38,Not very or not at all confident,All,All,Male,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.29,Not very or not at all confident,All,All,Female,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,75.27,Very or fairly confident,All,All,Female,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.15,Not very or not at all confident,All,All,Male,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.68,Very or fairly confident,All,All,Female,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,18.74,Not very or not at all confident,All,All,Male,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,28.6,Not very or not at all confident,All,Pensioners,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.81,Not very or not at all confident,All,Pensioners,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.21,Very or fairly confident,All,All,Male,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,57.84,Very or fairly confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,15.17,Not very or not at all confident,Owned Mortgage/Loan,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,30.87,Not very or not at all confident,All,All,Female,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,27.23,Not very or not at all confident,All,All,Female,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,54.71,Very or fairly confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,34.02,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,13.04,Not very or not at all confident,All,All,Female,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.32,Not very or not at all confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.04,Not very or not at all confident,All,Pensioners,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.62,Not very or not at all confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,18.47,Not very or not at all confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,59.5,Very or fairly confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,23.28,Not very or not at all confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,58.53,Very or fairly confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,59.75,Very or fairly confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,56.26,Very or fairly confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,63.51,Very or fairly confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.66,Not very or not at all confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.77,Not very or not at all confident,All,All,All,No limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.24,Not very or not at all confident,Owned Outright,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,63.24,Very or fairly confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.23,Not very or not at all confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.31,Not very or not at all confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.57,Very or fairly confident,All,All,All,No limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.7,Not very or not at all confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,70.67,Very or fairly confident,All,Pensioners,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.11,Very or fairly confident,All,Pensioners,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.2,Not very or not at all confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,26.3,Not very or not at all confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,24.76,Not very or not at all confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,62.63,Very or fairly confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.3,Not very or not at all confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,52.55,Very or fairly confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,72.65,Very or fairly confident,All,All,All,No limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,64.51,Very or fairly confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.72,Not very or not at all confident,Owned Mortgage/Loan,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,68.58,Very or fairly confident,Rented,All,All,All,Respond quickly to appropriate calls and information from the public
